name,riskScore,status,reviewer,date,age,occupation,coverageType,coverageAmount,income,policyTerm,premiumAmount,policyType,claimHistory,maritalStatus,dependents,healthHistory,policyStartDate
Clint Barton,794,Declined,Reviewer_2,2024-01-13,24,Teacher,Health,$470030,$119958,16 years,$6855,Whole Life,Yes,Married,2,No,2024-04-11
Tony Stark,739,Pending,Reviewer_5,2024-04-04,41,Teacher,Term Life,$171718,$110576,14 years,$6218,Whole Life,No,Single,0,Yes,2024-05-08
Natasha Romanoff,610,Needs Info,Reviewer_5,2024-01-26,30,Engineer,Term Life,$381043,$40461,10 years,$43909,Whole Life,Yes,Married,2,No,2024-07-27
Steve Rogers,625,Declined,Reviewer_1,2024-12-15,63,Doctor,Life,$331959,$116133,14 years,$47482,Term Life,Yes,Single,5,Yes,2024-01-10
Clint Barton,657,Approved,Reviewer_5,2024-07-09,45,CEO,Term Life,$409104,$112875,16 years,$26498,Whole Life,Yes,Single,3,No,2024-11-07
Natasha Romanoff,637,Pending,Reviewer_1,2023-09-22,30,Engineer,Critical Illness,$118184,$84655,27 years,$48248,Whole Life,No,Married,4,Yes,2024-05-08
Steve Rogers,705,Declined,Reviewer_3,2023-01-18,31,CEO,Health,$874806,$124125,26 years,$44812,Term Life,Yes,Single,2,Yes,2024-09-19
Steve Rogers,736,Needs Info,Reviewer_2,2023-06-01,52,CEO,Term Life,$112371,$118214,26 years,$8027,Whole Life,Yes,Single,4,No,2024-03-22
Natasha Romanoff,612,Pending,Reviewer_2,2024-10-28,61,Doctor,Life,$326579,$32053,25 years,$8292,Whole Life,No,Single,3,No,2024-09-09
Bruce Banner,682,Approved,Reviewer_4,2023-11-27,47,Doctor,Term Life,$886452,$105271,19 years,$30829,Whole Life,No,Single,2,No,2024-06-15
Steve Rogers,707,Needs Info,Reviewer_4,2024-04-03,63,Scientist,Life,$952835,$113087,24 years,$22813,Term Life,Yes,Single,3,No,2024-03-05
Steve Rogers,759,Needs Info,Reviewer_2,2023-03-06,61,Teacher,Life,$342046,$44016,19 years,$11786,Term Life,No,Married,3,No,2024-03-09
Tony Stark,672,Needs Info,Reviewer_3,2024-02-06,59,Scientist,Critical Illness,$591010,$104813,24 years,$44642,Term Life,Yes,Married,5,Yes,2024-01-24
Clint Barton,783,Pending,Reviewer_2,2023-08-27,32,Scientist,Health,$124201,$45779,25 years,$48392,Term Life,No,Single,1,No,2024-08-29
Steve Rogers,640,Declined,Reviewer_4,2024-06-08,22,Engineer,Critical Illness,$761896,$60821,14 years,$34732,Term Life,No,Single,3,Yes,2024-12-05
Steve Rogers,729,Pending,Reviewer_2,2024-04-24,53,Scientist,Term Life,$554222,$70699,21 years,$31202,Term Life,Yes,Married,0,No,2024-08-29
Steve Rogers,783,Needs Info,Reviewer_4,2023-06-25,37,Engineer,Health,$900540,$113692,19 years,$5469,Whole Life,Yes,Married,0,Yes,2024-10-17
Tony Stark,702,Declined,Reviewer_1,2023-08-25,60,Engineer,Critical Illness,$400709,$104607,18 years,$8502,Term Life,Yes,Married,5,No,2024-05-08
Tony Stark,733,Pending,Reviewer_2,2023-11-23,35,Scientist,Health,$933397,$69674,24 years,$6092,Term Life,No,Married,0,Yes,2024-12-28
Tony Stark,621,Approved,Reviewer_3,2023-06-03,61,Engineer,Health,$728539,$144028,12 years,$1625,Whole Life,No,Married,3,No,2024-09-13
Tony Stark,722,Needs Info,Reviewer_2,2023-05-27,42,CEO,Term Life,$787383,$130667,19 years,$27444,Whole Life,Yes,Single,5,No,2024-08-28
Tony Stark,634,Needs Info,Reviewer_1,2024-08-23,44,Scientist,Critical Illness,$682219,$56238,10 years,$22459,Whole Life,No,Married,1,No,2024-07-21
Bruce Banner,656,Declined,Reviewer_1,2024-08-31,44,Scientist,Life,$201015,$44789,26 years,$16238,Whole Life,No,Single,1,Yes,2024-09-09
Tony Stark,773,Declined,Reviewer_2,2024-08-03,37,CEO,Health,$611440,$72362,11 years,$28663,Whole Life,No,Single,1,Yes,2024-11-22
Bruce Banner,706,Approved,Reviewer_1,2023-03-26,23,Doctor,Term Life,$884042,$67087,29 years,$47711,Whole Life,Yes,Single,2,Yes,2024-05-17
Bruce Banner,764,Needs Info,Reviewer_2,2023-01-28,31,Teacher,Critical Illness,$837528,$64374,26 years,$33939,Term Life,No,Married,0,Yes,2024-05-03
Bruce Banner,741,Pending,Reviewer_1,2024-09-18,51,Engineer,Health,$461417,$67101,14 years,$24337,Term Life,No,Married,4,Yes,2024-05-26
Tony Stark,702,Declined,Reviewer_5,2023-04-12,46,Doctor,Term Life,$209566,$110046,13 years,$37658,Term Life,Yes,Single,5,Yes,2024-10-27
Steve Rogers,699,Needs Info,Reviewer_3,2023-01-20,58,Doctor,Term Life,$253132,$98521,20 years,$37753,Term Life,Yes,Married,1,Yes,2024-04-23
Natasha Romanoff,614,Approved,Reviewer_5,2023-11-17,30,Doctor,Life,$222671,$120250,26 years,$8231,Term Life,No,Married,4,Yes,2024-11-08
Clint Barton,785,Pending,Reviewer_2,2024-07-21,44,Scientist,Term Life,$673279,$134097,29 years,$13135,Term Life,Yes,Married,2,Yes,2024-03-17
Steve Rogers,787,Pending,Reviewer_2,2024-03-22,37,CEO,Life,$233051,$72013,28 years,$22526,Whole Life,Yes,Single,5,Yes,2024-07-17
Clint Barton,741,Needs Info,Reviewer_4,2023-05-30,51,Teacher,Critical Illness,$377285,$30903,24 years,$42053,Whole Life,Yes,Single,1,Yes,2024-05-21
Clint Barton,627,Declined,Reviewer_4,2024-07-03,42,Teacher,Term Life,$983124,$76984,20 years,$31098,Term Life,Yes,Married,1,No,2024-06-04
Bruce Banner,776,Declined,Reviewer_1,2024-01-08,63,Engineer,Life,$749086,$147526,20 years,$12594,Whole Life,No,Married,5,No,2024-07-27
Bruce Banner,681,Approved,Reviewer_4,2024-01-10,54,Teacher,Health,$317234,$31193,29 years,$4485,Term Life,No,Single,2,No,2024-09-30
Natasha Romanoff,663,Pending,Reviewer_2,2024-04-18,33,CEO,Life,$795153,$120673,11 years,$37477,Term Life,Yes,Single,2,Yes,2024-06-18
Natasha Romanoff,746,Approved,Reviewer_5,2023-12-24,46,CEO,Life,$912980,$77246,15 years,$20537,Term Life,No,Married,2,Yes,2024-03-26
Bruce Banner,748,Approved,Reviewer_2,2024-12-24,22,Doctor,Life,$214007,$138099,22 years,$28541,Term Life,No,Married,5,No,2024-01-04
Natasha Romanoff,701,Pending,Reviewer_1,2023-03-04,29,Doctor,Life,$400511,$148327,23 years,$13717,Term Life,Yes,Married,5,No,2024-06-24
Natasha Romanoff,671,Approved,Reviewer_5,2023-06-22,31,CEO,Term Life,$210280,$116341,30 years,$12034,Term Life,No,Married,0,Yes,2024-05-10
Tony Stark,680,Declined,Reviewer_1,2023-04-24,44,Teacher,Life,$113502,$90890,13 years,$30427,Whole Life,No,Single,1,No,2024-08-31
Tony Stark,635,Approved,Reviewer_2,2023-08-27,34,CEO,Term Life,$384690,$73772,28 years,$25877,Term Life,No,Married,4,No,2024-02-01
Natasha Romanoff,766,Needs Info,Reviewer_5,2023-05-26,49,Teacher,Life,$380659,$42636,30 years,$18700,Term Life,Yes,Married,5,No,2024-03-18
Tony Stark,799,Pending,Reviewer_3,2024-06-25,42,CEO,Life,$918468,$63263,23 years,$12256,Term Life,Yes,Married,2,Yes,2024-04-20
Bruce Banner,705,Declined,Reviewer_5,2024-04-19,49,CEO,Critical Illness,$726971,$92504,12 years,$45405,Term Life,Yes,Married,2,No,2024-04-26
Clint Barton,638,Approved,Reviewer_2,2023-08-11,44,Teacher,Life,$845806,$132522,27 years,$41062,Term Life,Yes,Married,4,No,2024-10-07
Steve Rogers,710,Approved,Reviewer_2,2023-03-15,24,Scientist,Life,$821228,$78834,22 years,$23966,Term Life,Yes,Married,1,No,2024-06-03
Clint Barton,680,Needs Info,Reviewer_4,2024-04-26,41,Engineer,Critical Illness,$288630,$69671,23 years,$6774,Whole Life,No,Married,3,Yes,2024-06-28
Clint Barton,787,Approved,Reviewer_4,2023-06-01,42,Teacher,Life,$811963,$75493,16 years,$21286,Term Life,Yes,Married,4,No,2024-02-11
Tony Stark,792,Needs Info,Reviewer_4,2024-01-14,40,Engineer,Term Life,$111726,$53477,17 years,$18994,Term Life,No,Single,2,No,2024-08-03
Tony Stark,729,Needs Info,Reviewer_5,2023-09-04,63,CEO,Life,$817936,$57548,21 years,$2101,Term Life,No,Single,1,No,2024-01-10
Bruce Banner,662,Declined,Reviewer_1,2024-06-25,37,CEO,Term Life,$680562,$53547,25 years,$31718,Whole Life,Yes,Married,0,Yes,2024-04-17
Steve Rogers,680,Declined,Reviewer_4,2023-12-17,63,CEO,Health,$302681,$89447,23 years,$40859,Term Life,No,Married,0,Yes,2024-08-16
Bruce Banner,639,Needs Info,Reviewer_3,2023-05-04,34,CEO,Term Life,$742710,$141451,10 years,$49029,Term Life,No,Married,4,Yes,2024-03-09
Natasha Romanoff,768,Pending,Reviewer_2,2024-12-03,34,Doctor,Term Life,$351975,$42033,29 years,$21990,Whole Life,Yes,Single,3,No,2024-06-06
Steve Rogers,717,Pending,Reviewer_4,2023-10-21,49,Teacher,Life,$172162,$84650,29 years,$1202,Whole Life,No,Married,1,Yes,2024-05-03
Bruce Banner,643,Approved,Reviewer_5,2023-10-22,51,Scientist,Life,$887199,$147066,24 years,$32762,Whole Life,No,Married,2,Yes,2024-01-21
Tony Stark,792,Approved,Reviewer_5,2024-11-27,54,Doctor,Critical Illness,$231365,$119331,23 years,$44180,Whole Life,No,Married,1,Yes,2024-08-24
Clint Barton,602,Needs Info,Reviewer_4,2023-08-05,50,Scientist,Critical Illness,$338798,$109265,19 years,$21119,Term Life,Yes,Married,4,Yes,2024-02-08
Bruce Banner,733,Needs Info,Reviewer_3,2024-07-22,49,Doctor,Health,$725518,$113877,24 years,$31652,Whole Life,Yes,Single,4,No,2024-04-01
Tony Stark,701,Needs Info,Reviewer_2,2023-10-30,30,Scientist,Term Life,$693175,$128819,12 years,$29519,Whole Life,No,Single,5,No,2024-02-13
Natasha Romanoff,736,Needs Info,Reviewer_3,2024-05-26,44,Engineer,Health,$433951,$131029,20 years,$5951,Whole Life,No,Married,0,Yes,2024-04-28
Clint Barton,779,Declined,Reviewer_3,2023-03-01,61,Scientist,Life,$232171,$140981,11 years,$2151,Term Life,No,Single,5,Yes,2024-09-03
Steve Rogers,750,Declined,Reviewer_3,2024-05-02,60,Teacher,Term Life,$747981,$75852,13 years,$44633,Whole Life,Yes,Single,0,Yes,2024-12-28
Natasha Romanoff,601,Declined,Reviewer_1,2024-05-09,60,CEO,Health,$745267,$65938,30 years,$18406,Whole Life,No,Single,5,No,2024-06-20
Natasha Romanoff,752,Approved,Reviewer_3,2023-04-02,25,Teacher,Health,$347538,$54008,18 years,$21833,Whole Life,Yes,Single,4,No,2024-01-05
Natasha Romanoff,709,Pending,Reviewer_4,2024-12-12,34,Doctor,Health,$891503,$130311,20 years,$26256,Whole Life,No,Single,3,Yes,2024-10-21
Steve Rogers,642,Needs Info,Reviewer_3,2023-01-21,59,CEO,Life,$736459,$128912,22 years,$23881,Term Life,No,Married,3,No,2024-06-27
Tony Stark,671,Approved,Reviewer_4,2023-05-24,63,Teacher,Health,$681701,$83186,21 years,$21494,Whole Life,Yes,Married,1,Yes,2024-12-08
Steve Rogers,752,Needs Info,Reviewer_2,2024-04-19,54,Teacher,Critical Illness,$430698,$40435,12 years,$41023,Whole Life,No,Married,2,No,2024-01-25
Clint Barton,676,Approved,Reviewer_1,2023-09-16,54,Engineer,Term Life,$195419,$128520,14 years,$28670,Term Life,No,Married,5,No,2024-07-13
Natasha Romanoff,640,Needs Info,Reviewer_2,2023-12-07,61,Engineer,Term Life,$784213,$52586,24 years,$35888,Term Life,Yes,Married,2,Yes,2024-02-12
Clint Barton,611,Needs Info,Reviewer_1,2023-11-23,33,Doctor,Critical Illness,$765618,$48636,12 years,$16000,Whole Life,No,Single,5,Yes,2024-03-31
Clint Barton,636,Approved,Reviewer_4,2023-11-15,48,CEO,Critical Illness,$793702,$73403,20 years,$12524,Whole Life,No,Single,3,No,2024-08-12
Natasha Romanoff,724,Needs Info,Reviewer_3,2023-06-29,61,Scientist,Life,$458665,$141503,27 years,$18030,Term Life,No,Married,4,Yes,2024-03-18
Bruce Banner,752,Declined,Reviewer_2,2023-12-25,64,Doctor,Critical Illness,$710364,$101094,12 years,$5187,Term Life,No,Married,4,Yes,2024-05-07
Steve Rogers,603,Pending,Reviewer_3,2023-03-21,28,Scientist,Health,$892364,$117397,25 years,$4666,Whole Life,Yes,Married,3,No,2024-02-12
Bruce Banner,788,Pending,Reviewer_5,2023-09-18,51,Doctor,Health,$128868,$36186,28 years,$28360,Term Life,No,Single,4,No,2024-04-16
Clint Barton,653,Declined,Reviewer_3,2024-01-23,60,Teacher,Term Life,$276044,$104617,15 years,$7198,Term Life,No,Married,1,No,2024-10-10
Bruce Banner,725,Pending,Reviewer_2,2024-05-05,46,CEO,Critical Illness,$835490,$127755,29 years,$42661,Term Life,No,Married,2,Yes,2024-09-29
Clint Barton,706,Approved,Reviewer_2,2023-08-10,46,Teacher,Health,$710853,$44767,10 years,$3462,Whole Life,Yes,Single,0,No,2024-04-23
Steve Rogers,796,Approved,Reviewer_1,2023-01-25,56,CEO,Term Life,$588572,$78800,12 years,$42092,Whole Life,Yes,Married,0,No,2024-06-24
Clint Barton,735,Declined,Reviewer_4,2023-09-03,49,Doctor,Critical Illness,$134771,$133576,29 years,$3050,Whole Life,No,Married,5,No,2024-11-11
Bruce Banner,714,Pending,Reviewer_3,2023-01-26,46,CEO,Critical Illness,$901856,$86451,23 years,$5753,Whole Life,Yes,Single,0,Yes,2024-05-06
Natasha Romanoff,707,Pending,Reviewer_3,2023-11-21,47,CEO,Health,$683906,$49957,16 years,$10957,Whole Life,No,Single,2,Yes,2024-05-27
Tony Stark,783,Declined,Reviewer_4,2024-08-30,52,Teacher,Term Life,$719354,$82335,25 years,$35111,Whole Life,No,Single,3,Yes,2024-05-16
Bruce Banner,782,Approved,Reviewer_1,2023-05-21,62,Scientist,Health,$909986,$106846,11 years,$36278,Term Life,No,Married,2,No,2024-09-26
Steve Rogers,606,Declined,Reviewer_5,2024-04-16,62,Teacher,Critical Illness,$549455,$71149,16 years,$3925,Term Life,Yes,Single,4,Yes,2024-12-22
Tony Stark,755,Needs Info,Reviewer_3,2023-09-08,55,Teacher,Health,$975708,$69184,30 years,$16651,Whole Life,No,Married,1,No,2024-12-11
Clint Barton,715,Declined,Reviewer_5,2023-02-24,22,Doctor,Term Life,$918458,$121819,18 years,$36160,Whole Life,No,Married,3,Yes,2024-10-23
Natasha Romanoff,794,Pending,Reviewer_5,2024-04-21,41,Doctor,Health,$624497,$95580,16 years,$4908,Whole Life,No,Single,3,Yes,2024-11-23
Tony Stark,653,Pending,Reviewer_1,2023-11-20,57,CEO,Health,$696388,$106920,13 years,$9852,Term Life,Yes,Married,2,No,2024-08-31
Steve Rogers,759,Declined,Reviewer_2,2024-11-09,25,Teacher,Health,$557020,$69309,20 years,$14231,Whole Life,No,Single,1,No,2024-03-15
Steve Rogers,617,Approved,Reviewer_2,2024-09-07,29,Engineer,Term Life,$550625,$120308,11 years,$39038,Whole Life,No,Married,3,Yes,2024-07-03
Tony Stark,697,Approved,Reviewer_3,2023-02-14,49,Doctor,Life,$629754,$43268,15 years,$17161,Term Life,No,Single,5,No,2024-08-31
Tony Stark,752,Declined,Reviewer_3,2024-09-08,38,Scientist,Critical Illness,$938093,$142664,10 years,$11461,Whole Life,No,Married,2,No,2024-08-31
Clint Barton,647,Pending,Reviewer_4,2023-10-16,47,Scientist,Life,$481456,$32152,17 years,$38032,Term Life,No,Married,1,Yes,2024-11-16
Steve Rogers,784,Declined,Reviewer_1,2024-12-28,62,CEO,Health,$414239,$106080,13 years,$40541,Whole Life,No,Married,0,No,2024-07-17
Tony Stark,789,Pending,Reviewer_2,2023-06-04,58,Engineer,Critical Illness,$747179,$115891,30 years,$16185,Whole Life,No,Married,4,No,2024-09-13
Clint Barton,749,Pending,Reviewer_2,2023-06-28,30,Doctor,Term Life,$242080,$34988,18 years,$5396,Term Life,No,Single,3,No,2024-09-03
Bruce Banner,644,Needs Info,Reviewer_3,2023-02-26,65,Teacher,Critical Illness,$874934,$53626,18 years,$38743,Term Life,Yes,Single,2,No,2024-10-16
Tony Stark,615,Declined,Reviewer_2,2024-08-30,36,CEO,Term Life,$726394,$81770,30 years,$16218,Whole Life,No,Married,5,Yes,2024-04-10
Clint Barton,618,Needs Info,Reviewer_4,2023-11-17,25,Scientist,Term Life,$876942,$132503,19 years,$38204,Whole Life,No,Married,2,Yes,2024-11-03
Steve Rogers,625,Pending,Reviewer_1,2024-09-06,40,Engineer,Life,$351880,$144156,17 years,$27731,Whole Life,Yes,Married,3,Yes,2024-06-26
Bruce Banner,655,Approved,Reviewer_4,2023-08-05,50,Doctor,Health,$436791,$81217,28 years,$14482,Term Life,No,Single,2,No,2024-02-07
Tony Stark,650,Needs Info,Reviewer_5,2023-01-20,61,Teacher,Term Life,$358822,$56286,26 years,$21544,Whole Life,No,Single,3,Yes,2024-05-18
Clint Barton,742,Needs Info,Reviewer_3,2023-06-15,39,Teacher,Life,$942350,$56421,21 years,$11965,Whole Life,Yes,Single,3,No,2024-09-02
Tony Stark,717,Pending,Reviewer_2,2024-03-22,56,Engineer,Health,$614352,$98159,24 years,$16122,Whole Life,Yes,Married,0,No,2024-02-27
Steve Rogers,782,Pending,Reviewer_1,2023-09-21,48,Scientist,Critical Illness,$544716,$47177,15 years,$1970,Whole Life,Yes,Single,5,No,2024-06-05
Clint Barton,749,Declined,Reviewer_5,2024-02-01,30,Doctor,Term Life,$795379,$138347,25 years,$14273,Whole Life,No,Married,1,Yes,2024-09-12
Bruce Banner,724,Pending,Reviewer_4,2024-02-15,42,CEO,Critical Illness,$137062,$79185,13 years,$9573,Whole Life,Yes,Single,4,Yes,2024-01-22
Tony Stark,700,Pending,Reviewer_1,2023-07-31,46,Doctor,Health,$754794,$103038,22 years,$31098,Term Life,Yes,Single,1,Yes,2024-11-23
Steve Rogers,722,Approved,Reviewer_2,2024-09-10,41,Engineer,Life,$825696,$38830,30 years,$15957,Term Life,Yes,Married,2,No,2024-06-25
Tony Stark,652,Needs Info,Reviewer_1,2024-04-27,56,CEO,Life,$480472,$80566,27 years,$1989,Term Life,No,Single,4,Yes,2024-09-08
Bruce Banner,638,Approved,Reviewer_2,2023-06-10,44,Doctor,Critical Illness,$926399,$45263,27 years,$3731,Term Life,No,Married,1,Yes,2024-11-28
Steve Rogers,689,Pending,Reviewer_1,2023-10-15,50,Engineer,Critical Illness,$568814,$117948,28 years,$3650,Whole Life,No,Single,2,Yes,2024-07-30
Bruce Banner,724,Approved,Reviewer_1,2024-06-19,26,Doctor,Life,$718071,$75969,25 years,$46453,Term Life,Yes,Single,4,No,2024-01-31
Clint Barton,608,Needs Info,Reviewer_3,2024-08-20,25,Scientist,Health,$234559,$87249,16 years,$46337,Whole Life,Yes,Married,1,No,2024-08-28
Clint Barton,714,Declined,Reviewer_1,2023-07-22,20,CEO,Critical Illness,$284509,$46956,25 years,$16558,Term Life,No,Single,2,Yes,2024-10-06
Bruce Banner,605,Declined,Reviewer_2,2024-01-20,51,Doctor,Term Life,$551289,$124901,18 years,$22199,Term Life,No,Single,5,Yes,2024-03-10
Steve Rogers,610,Approved,Reviewer_1,2024-04-29,39,Engineer,Health,$740864,$146657,20 years,$39868,Whole Life,Yes,Married,1,No,2024-02-10
Bruce Banner,735,Declined,Reviewer_4,2024-07-21,41,Teacher,Health,$290673,$86514,13 years,$40425,Whole Life,Yes,Married,3,No,2024-08-31
Bruce Banner,684,Declined,Reviewer_1,2024-10-12,48,CEO,Critical Illness,$358468,$79669,25 years,$46456,Term Life,No,Single,2,Yes,2024-06-23
Clint Barton,682,Declined,Reviewer_4,2023-08-02,51,Engineer,Health,$120450,$61750,18 years,$28262,Term Life,Yes,Married,3,No,2024-08-10
Natasha Romanoff,616,Approved,Reviewer_1,2024-04-10,60,Doctor,Life,$445419,$45079,30 years,$31049,Term Life,No,Single,4,Yes,2024-03-13
Bruce Banner,723,Needs Info,Reviewer_3,2023-03-28,29,CEO,Life,$718085,$83734,20 years,$26730,Term Life,Yes,Married,3,Yes,2024-03-17
Bruce Banner,601,Pending,Reviewer_4,2023-08-29,34,Teacher,Term Life,$925332,$49053,15 years,$8055,Whole Life,No,Single,0,Yes,2024-02-03
Steve Rogers,706,Approved,Reviewer_4,2023-06-26,44,Engineer,Term Life,$504445,$102642,18 years,$4217,Term Life,Yes,Single,3,No,2024-04-30
Steve Rogers,682,Pending,Reviewer_5,2024-06-29,54,Doctor,Term Life,$796164,$80601,19 years,$5544,Term Life,Yes,Married,0,No,2024-03-09
Clint Barton,783,Needs Info,Reviewer_4,2023-07-20,54,Engineer,Health,$906682,$36182,24 years,$9869,Whole Life,Yes,Single,2,Yes,2024-11-08
Steve Rogers,643,Declined,Reviewer_1,2024-11-17,21,Teacher,Critical Illness,$194667,$134680,27 years,$38207,Whole Life,No,Married,0,Yes,2024-09-24
Clint Barton,633,Pending,Reviewer_1,2024-05-30,63,CEO,Critical Illness,$499314,$147218,23 years,$28152,Whole Life,No,Single,1,No,2024-07-17
Natasha Romanoff,777,Needs Info,Reviewer_1,2023-01-08,20,Engineer,Critical Illness,$119576,$68744,13 years,$28257,Term Life,No,Single,2,No,2024-12-07
Clint Barton,626,Pending,Reviewer_5,2023-12-01,41,CEO,Health,$430761,$67434,11 years,$15465,Term Life,No,Married,3,Yes,2024-09-10
Steve Rogers,778,Approved,Reviewer_3,2024-05-25,60,Teacher,Life,$265505,$93385,13 years,$19267,Whole Life,Yes,Single,3,Yes,2024-12-28
Bruce Banner,670,Approved,Reviewer_1,2024-12-14,62,CEO,Health,$369287,$106657,30 years,$7784,Whole Life,No,Married,2,No,2024-04-27
Clint Barton,782,Pending,Reviewer_1,2023-09-10,38,Engineer,Life,$900339,$93092,19 years,$16868,Whole Life,Yes,Single,4,Yes,2024-04-06
Natasha Romanoff,765,Approved,Reviewer_4,2023-07-01,21,Doctor,Term Life,$986698,$52160,28 years,$43862,Whole Life,No,Single,0,No,2024-07-01
Natasha Romanoff,696,Approved,Reviewer_5,2024-01-30,31,Teacher,Health,$858272,$113361,28 years,$33788,Term Life,Yes,Married,5,Yes,2024-08-31
Steve Rogers,781,Approved,Reviewer_5,2024-08-27,46,Doctor,Life,$942896,$68075,19 years,$47177,Term Life,No,Single,5,No,2024-10-22
Steve Rogers,692,Pending,Reviewer_4,2023-08-22,28,Teacher,Life,$928399,$54625,13 years,$6194,Term Life,Yes,Married,3,Yes,2024-11-21
Clint Barton,637,Declined,Reviewer_1,2023-08-19,34,Engineer,Health,$382097,$66984,24 years,$45027,Term Life,No,Single,2,No,2024-01-31
Bruce Banner,607,Pending,Reviewer_5,2024-05-23,27,Scientist,Health,$995660,$50425,19 years,$3953,Whole Life,Yes,Single,1,Yes,2024-02-06
Steve Rogers,726,Approved,Reviewer_1,2024-08-19,48,CEO,Term Life,$867363,$74230,29 years,$18905,Whole Life,No,Married,1,Yes,2024-12-22
Bruce Banner,606,Approved,Reviewer_4,2023-11-23,30,CEO,Life,$215629,$62641,23 years,$7421,Term Life,Yes,Married,4,No,2024-03-27
Steve Rogers,751,Pending,Reviewer_4,2024-03-04,58,Engineer,Health,$826417,$90057,22 years,$24924,Term Life,No,Married,4,Yes,2024-04-25
Steve Rogers,679,Pending,Reviewer_2,2023-05-02,65,Engineer,Life,$517032,$47560,26 years,$37375,Term Life,Yes,Single,0,No,2024-09-30
Tony Stark,722,Declined,Reviewer_3,2024-08-27,38,CEO,Life,$964867,$104218,10 years,$25084,Term Life,Yes,Married,4,Yes,2024-07-15
Tony Stark,732,Declined,Reviewer_2,2023-06-21,41,Scientist,Term Life,$798575,$134018,12 years,$4888,Term Life,No,Married,0,Yes,2024-07-10
Steve Rogers,622,Declined,Reviewer_5,2023-05-16,33,Doctor,Term Life,$242403,$37338,11 years,$23429,Term Life,No,Married,4,No,2024-11-23
Tony Stark,744,Needs Info,Reviewer_5,2023-06-19,65,Doctor,Health,$761997,$133728,11 years,$13173,Whole Life,No,Married,0,Yes,2024-01-03
Natasha Romanoff,619,Pending,Reviewer_1,2023-05-27,28,Doctor,Term Life,$265517,$105601,27 years,$29472,Term Life,No,Married,5,Yes,2024-07-15
Clint Barton,640,Pending,Reviewer_4,2023-10-11,20,Engineer,Critical Illness,$461412,$119706,25 years,$39943,Whole Life,No,Married,5,Yes,2024-11-19
Natasha Romanoff,799,Needs Info,Reviewer_2,2023-02-17,41,Scientist,Life,$360982,$35889,14 years,$32249,Whole Life,No,Married,0,Yes,2024-05-10
Bruce Banner,662,Declined,Reviewer_4,2024-03-12,49,Doctor,Critical Illness,$263387,$79008,25 years,$35972,Whole Life,No,Single,5,Yes,2024-03-31
Steve Rogers,690,Approved,Reviewer_2,2024-11-19,39,Teacher,Critical Illness,$177422,$46834,28 years,$44060,Term Life,Yes,Married,5,Yes,2024-10-28
Bruce Banner,710,Needs Info,Reviewer_1,2024-09-23,37,Scientist,Term Life,$606155,$84174,30 years,$18321,Whole Life,Yes,Married,4,No,2024-10-25
Natasha Romanoff,780,Declined,Reviewer_5,2024-10-30,37,CEO,Life,$562728,$133513,14 years,$37058,Term Life,Yes,Single,2,Yes,2024-04-20
Natasha Romanoff,607,Needs Info,Reviewer_5,2023-12-24,21,CEO,Life,$700467,$93140,25 years,$15561,Whole Life,Yes,Married,5,Yes,2024-12-08
Natasha Romanoff,618,Needs Info,Reviewer_2,2023-10-08,63,CEO,Term Life,$907192,$69460,12 years,$45784,Whole Life,No,Married,3,No,2024-12-25
Clint Barton,637,Pending,Reviewer_3,2023-03-14,54,Engineer,Life,$395853,$78570,16 years,$5961,Whole Life,Yes,Single,1,Yes,2024-09-13
Natasha Romanoff,713,Pending,Reviewer_5,2024-12-07,21,Teacher,Critical Illness,$298320,$103796,16 years,$23659,Term Life,Yes,Married,4,Yes,2024-01-08
Clint Barton,736,Approved,Reviewer_4,2023-01-03,54,Teacher,Health,$193778,$149796,24 years,$36942,Whole Life,Yes,Single,5,Yes,2024-04-29
Clint Barton,738,Approved,Reviewer_4,2023-11-07,54,Scientist,Term Life,$659539,$87829,15 years,$13970,Term Life,Yes,Married,5,No,2024-10-29
Bruce Banner,747,Declined,Reviewer_3,2023-02-16,55,Doctor,Critical Illness,$933284,$134834,23 years,$43647,Whole Life,Yes,Married,4,Yes,2024-07-08
Natasha Romanoff,660,Pending,Reviewer_2,2024-07-02,58,Engineer,Critical Illness,$233215,$70522,23 years,$1690,Term Life,No,Married,3,No,2024-01-21
Clint Barton,650,Pending,Reviewer_2,2024-06-09,50,Engineer,Life,$221102,$68396,25 years,$30112,Whole Life,Yes,Single,0,No,2024-01-19
Clint Barton,759,Declined,Reviewer_1,2023-02-17,60,Doctor,Term Life,$171847,$73194,29 years,$33034,Term Life,Yes,Married,3,No,2024-05-22
Bruce Banner,646,Pending,Reviewer_1,2023-12-23,60,CEO,Health,$311092,$66682,11 years,$43248,Term Life,No,Married,5,No,2024-08-30
Steve Rogers,699,Pending,Reviewer_3,2024-11-12,46,CEO,Term Life,$740892,$125557,16 years,$13210,Term Life,No,Single,3,No,2024-01-24
Steve Rogers,740,Approved,Reviewer_3,2023-05-02,20,CEO,Health,$445194,$87450,12 years,$2888,Term Life,Yes,Married,4,Yes,2024-03-11
Bruce Banner,675,Declined,Reviewer_2,2023-07-18,57,Scientist,Health,$906148,$122274,29 years,$11886,Whole Life,No,Single,2,Yes,2024-09-01
