applicationId,name,coverageType,underwritingStatus,riskAssessment,underwriterName,medicalUnderwritingStatus,finalPremium,policyApprovalStatus,medicalExamsRequired,riskAdjustment
A95286,Steve Rogers,Term Life,Pending,High,Underwriter_5,Completed,$13630,Rejected,Yes,Standard premium
A69527,Bruce Banner,Health,Declined,Medium,Underwriter_5,Pending,$37526,Pending,Yes,Standard premium
A15079,Clint Barton,Life,Approved,Low,Underwriter_5,Completed,$7986,Approved,No,Standard premium
A96761,Clint Barton,Critical Illness,Approved,Low,Underwriter_4,Pending,$11694,Approved,No,Increased premium due to high risk
A44876,Natasha Romanoff,Critical Illness,Pending,Low,Underwriter_1,Pending,$21571,Approved,No,Standard premium
A11079,Natasha Romanoff,Term Life,Pending,High,Underwriter_4,Not Required,$35676,Pending,No,Standard premium
A52530,Clint Barton,Life,Approved,Low,Underwriter_2,Pending,$33004,Approved,No,Standard premium
A63198,Clint Barton,Critical Illness,Pending,Low,Underwriter_4,Not Required,$36821,Pending,No,Standard premium
A47278,Natasha Romanoff,Health,Approved,High,Underwriter_5,Completed,$8332,Rejected,No,Increased premium due to high risk
A13286,Bruce Banner,Health,Declined,Medium,Underwriter_3,Pending,$33088,Rejected,No,Standard premium
A20481,Bruce Banner,Critical Illness,Pending,Medium,Underwriter_4,Not Required,$43794,Rejected,Yes,Standard premium
A82424,Bruce Banner,Health,Approved,High,Underwriter_4,Completed,$15335,Approved,Yes,Increased premium due to high risk
A61377,Natasha Romanoff,Term Life,Pending,High,Underwriter_2,Completed,$17316,Pending,Yes,Increased premium due to high risk
A68714,Bruce Banner,Life,Approved,High,Underwriter_1,Not Required,$39466,Approved,Yes,Increased premium due to high risk
A39345,Steve Rogers,Term Life,Declined,High,Underwriter_4,Pending,$29014,Approved,Yes,Standard premium
A84438,Clint Barton,Term Life,Pending,Low,Underwriter_2,Completed,$44367,Pending,Yes,Increased premium due to high risk
A22038,Clint Barton,Health,Declined,High,Underwriter_3,Pending,$46875,Pending,No,Increased premium due to high risk
A43219,Natasha Romanoff,Life,Declined,Low,Underwriter_3,Not Required,$8517,Approved,Yes,Standard premium
A24892,Clint Barton,Health,Pending,High,Underwriter_1,Pending,$38292,Pending,Yes,Increased premium due to high risk
A10767,Clint Barton,Health,Pending,Medium,Underwriter_2,Completed,$12185,Rejected,No,Standard premium
A12386,Clint Barton,Critical Illness,Declined,Low,Underwriter_4,Completed,$28362,Rejected,Yes,Standard premium
A41590,Tony Stark,Health,Approved,Medium,Underwriter_3,Completed,$17928,Rejected,Yes,Increased premium due to high risk
A10910,Clint Barton,Health,Declined,Low,Underwriter_3,Not Required,$46262,Rejected,No,Increased premium due to high risk
A96909,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_4,Pending,$47563,Pending,Yes,Increased premium due to high risk
A42072,Tony Stark,Term Life,Approved,High,Underwriter_3,Completed,$37501,Rejected,No,Standard premium
A81133,Clint Barton,Health,Pending,Medium,Underwriter_4,Pending,$25798,Pending,Yes,Increased premium due to high risk
A43043,Bruce Banner,Critical Illness,Approved,High,Underwriter_5,Pending,$41457,Approved,Yes,Increased premium due to high risk
A94868,Bruce Banner,Health,Approved,High,Underwriter_5,Not Required,$49605,Rejected,No,Standard premium
A17994,Tony Stark,Term Life,Pending,High,Underwriter_5,Not Required,$32460,Approved,Yes,Increased premium due to high risk
A54043,Steve Rogers,Life,Approved,Medium,Underwriter_2,Completed,$21735,Pending,No,Increased premium due to high risk
A23158,Bruce Banner,Term Life,Pending,Medium,Underwriter_2,Pending,$46442,Approved,Yes,Increased premium due to high risk
A78556,Steve Rogers,Health,Pending,Medium,Underwriter_3,Completed,$45711,Rejected,No,Increased premium due to high risk
A19507,Clint Barton,Term Life,Declined,Low,Underwriter_4,Not Required,$15968,Rejected,No,Increased premium due to high risk
A12955,Tony Stark,Health,Declined,Low,Underwriter_2,Completed,$43427,Approved,Yes,Increased premium due to high risk
A96710,Clint Barton,Life,Approved,Medium,Underwriter_5,Completed,$39737,Approved,Yes,Standard premium
A13293,Tony Stark,Health,Pending,Medium,Underwriter_4,Not Required,$22423,Rejected,No,Increased premium due to high risk
A77014,Steve Rogers,Health,Pending,Medium,Underwriter_1,Pending,$24340,Rejected,Yes,Increased premium due to high risk
A34830,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_3,Completed,$36524,Approved,Yes,Standard premium
A73127,Bruce Banner,Critical Illness,Declined,Medium,Underwriter_5,Pending,$40283,Approved,No,Increased premium due to high risk
A58623,Natasha Romanoff,Life,Approved,High,Underwriter_5,Not Required,$27665,Pending,No,Standard premium
A80708,Natasha Romanoff,Term Life,Declined,Medium,Underwriter_4,Not Required,$34971,Rejected,Yes,Increased premium due to high risk
A27701,Natasha Romanoff,Term Life,Approved,High,Underwriter_1,Completed,$27749,Rejected,No,Increased premium due to high risk
A24764,Bruce Banner,Life,Declined,High,Underwriter_2,Completed,$42308,Pending,No,Standard premium
A49584,Bruce Banner,Health,Approved,Medium,Underwriter_3,Pending,$30552,Approved,No,Increased premium due to high risk
A24995,Tony Stark,Term Life,Pending,Medium,Underwriter_5,Completed,$7435,Pending,No,Standard premium
A84513,Steve Rogers,Term Life,Declined,High,Underwriter_4,Pending,$11272,Pending,Yes,Increased premium due to high risk
A52556,Steve Rogers,Critical Illness,Approved,High,Underwriter_5,Not Required,$37409,Rejected,Yes,Standard premium
A25042,Clint Barton,Term Life,Pending,Medium,Underwriter_5,Completed,$28519,Pending,No,Increased premium due to high risk
A39392,Bruce Banner,Critical Illness,Pending,High,Underwriter_1,Completed,$40569,Approved,No,Increased premium due to high risk
A64905,Tony Stark,Critical Illness,Approved,Medium,Underwriter_2,Not Required,$49283,Rejected,No,Standard premium
A95362,Tony Stark,Life,Declined,Medium,Underwriter_5,Completed,$15093,Pending,Yes,Standard premium
A92127,Natasha Romanoff,Life,Pending,Low,Underwriter_4,Not Required,$24307,Approved,No,Standard premium
A30481,Steve Rogers,Life,Pending,High,Underwriter_2,Pending,$44774,Rejected,Yes,Standard premium
A45377,Tony Stark,Term Life,Approved,Low,Underwriter_1,Completed,$24399,Pending,Yes,Increased premium due to high risk
A49111,Tony Stark,Term Life,Declined,High,Underwriter_4,Completed,$15802,Approved,No,Standard premium
A60114,Clint Barton,Health,Pending,Low,Underwriter_2,Pending,$28068,Approved,No,Increased premium due to high risk
A39951,Bruce Banner,Life,Pending,Low,Underwriter_2,Completed,$45103,Approved,No,Increased premium due to high risk
A47708,Tony Stark,Health,Approved,Medium,Underwriter_3,Pending,$21921,Approved,Yes,Increased premium due to high risk
A64885,Steve Rogers,Health,Pending,Low,Underwriter_4,Completed,$21567,Approved,Yes,Increased premium due to high risk
A77261,Steve Rogers,Critical Illness,Declined,Low,Underwriter_4,Pending,$43689,Approved,Yes,Standard premium
A40373,Steve Rogers,Term Life,Pending,Low,Underwriter_3,Completed,$36137,Rejected,No,Increased premium due to high risk
A56164,Clint Barton,Life,Declined,Medium,Underwriter_1,Completed,$9207,Rejected,Yes,Standard premium
A51179,Clint Barton,Term Life,Pending,High,Underwriter_1,Pending,$13537,Rejected,Yes,Increased premium due to high risk
A48116,Steve Rogers,Life,Approved,Low,Underwriter_5,Completed,$33288,Pending,No,Standard premium
A19305,Natasha Romanoff,Life,Approved,Low,Underwriter_1,Completed,$6172,Rejected,Yes,Standard premium
A11363,Clint Barton,Term Life,Pending,Low,Underwriter_1,Completed,$39048,Approved,No,Increased premium due to high risk
A53153,Steve Rogers,Health,Declined,Medium,Underwriter_3,Completed,$11107,Pending,Yes,Increased premium due to high risk
A30835,Tony Stark,Health,Pending,High,Underwriter_1,Pending,$26556,Rejected,Yes,Increased premium due to high risk
A52041,Tony Stark,Health,Declined,Low,Underwriter_5,Not Required,$16445,Rejected,Yes,Increased premium due to high risk
A73721,Bruce Banner,Critical Illness,Declined,High,Underwriter_2,Pending,$18507,Rejected,No,Standard premium
A19293,Bruce Banner,Term Life,Declined,Low,Underwriter_5,Not Required,$5302,Approved,Yes,Standard premium
A80458,Clint Barton,Critical Illness,Pending,Medium,Underwriter_2,Pending,$32150,Pending,No,Standard premium
A59052,Steve Rogers,Life,Approved,High,Underwriter_1,Pending,$28228,Pending,No,Standard premium
A34814,Tony Stark,Critical Illness,Pending,Low,Underwriter_3,Not Required,$16063,Approved,Yes,Increased premium due to high risk
A99215,Bruce Banner,Critical Illness,Declined,High,Underwriter_2,Completed,$5382,Rejected,Yes,Increased premium due to high risk
A21938,Steve Rogers,Health,Approved,Medium,Underwriter_4,Not Required,$9181,Rejected,Yes,Standard premium
A43707,Tony Stark,Term Life,Pending,Medium,Underwriter_5,Completed,$47425,Rejected,No,Increased premium due to high risk
A98840,Clint Barton,Life,Declined,High,Underwriter_3,Not Required,$32140,Pending,No,Standard premium
A14582,Bruce Banner,Critical Illness,Approved,High,Underwriter_2,Completed,$16803,Pending,No,Increased premium due to high risk
A78329,Natasha Romanoff,Health,Approved,Low,Underwriter_1,Completed,$45854,Approved,Yes,Increased premium due to high risk
A31030,Natasha Romanoff,Health,Pending,High,Underwriter_1,Not Required,$22305,Pending,No,Increased premium due to high risk
A52296,Natasha Romanoff,Life,Approved,High,Underwriter_4,Not Required,$11779,Pending,Yes,Increased premium due to high risk
A64941,Tony Stark,Term Life,Declined,Medium,Underwriter_5,Pending,$32010,Approved,Yes,Increased premium due to high risk
A63011,Steve Rogers,Critical Illness,Pending,Medium,Underwriter_3,Not Required,$10655,Rejected,Yes,Standard premium
A35900,Natasha Romanoff,Critical Illness,Declined,Medium,Underwriter_4,Not Required,$39282,Approved,No,Standard premium
A77833,Bruce Banner,Term Life,Pending,Low,Underwriter_3,Pending,$24943,Approved,Yes,Standard premium
A50003,Steve Rogers,Health,Pending,High,Underwriter_4,Pending,$23178,Rejected,No,Standard premium
A44482,Tony Stark,Life,Approved,Medium,Underwriter_4,Completed,$20352,Pending,No,Increased premium due to high risk
A51540,Bruce Banner,Health,Declined,Medium,Underwriter_1,Pending,$30974,Rejected,Yes,Increased premium due to high risk
A72337,Tony Stark,Term Life,Approved,Medium,Underwriter_3,Not Required,$28100,Pending,Yes,Standard premium
A14650,Steve Rogers,Critical Illness,Approved,Low,Underwriter_4,Not Required,$20649,Approved,No,Standard premium
A25900,Steve Rogers,Health,Pending,High,Underwriter_2,Pending,$29983,Approved,No,Increased premium due to high risk
A34134,Clint Barton,Health,Declined,Low,Underwriter_4,Pending,$10169,Rejected,No,Standard premium
A88464,Bruce Banner,Health,Approved,High,Underwriter_1,Pending,$12295,Rejected,No,Increased premium due to high risk
A31440,Natasha Romanoff,Critical Illness,Approved,Medium,Underwriter_2,Completed,$29116,Approved,Yes,Increased premium due to high risk
A60823,Bruce Banner,Health,Pending,Low,Underwriter_5,Pending,$45534,Rejected,Yes,Increased premium due to high risk
A93504,Natasha Romanoff,Term Life,Pending,Low,Underwriter_3,Pending,$48131,Rejected,No,Standard premium
A12252,Clint Barton,Term Life,Pending,High,Underwriter_4,Not Required,$12238,Approved,No,Increased premium due to high risk
A58175,Natasha Romanoff,Term Life,Pending,High,Underwriter_2,Completed,$30357,Approved,Yes,Increased premium due to high risk
A10867,Bruce Banner,Critical Illness,Pending,High,Underwriter_5,Pending,$48576,Pending,Yes,Increased premium due to high risk
A70152,Steve Rogers,Term Life,Declined,High,Underwriter_5,Completed,$44327,Approved,No,Increased premium due to high risk
A64563,Steve Rogers,Life,Declined,High,Underwriter_2,Pending,$19208,Pending,Yes,Standard premium
A34918,Tony Stark,Critical Illness,Declined,Medium,Underwriter_2,Completed,$38433,Rejected,Yes,Standard premium
A92567,Bruce Banner,Critical Illness,Declined,Low,Underwriter_4,Not Required,$34810,Rejected,No,Standard premium
A66956,Natasha Romanoff,Life,Pending,Low,Underwriter_3,Pending,$17954,Approved,No,Standard premium
A83180,Steve Rogers,Term Life,Declined,High,Underwriter_3,Not Required,$35578,Rejected,Yes,Standard premium
A74481,Bruce Banner,Health,Pending,Low,Underwriter_2,Pending,$39469,Approved,No,Standard premium
A45672,Natasha Romanoff,Life,Pending,Medium,Underwriter_1,Completed,$25563,Approved,No,Standard premium
A49981,Tony Stark,Term Life,Approved,High,Underwriter_3,Completed,$17807,Approved,Yes,Standard premium
A57032,Natasha Romanoff,Term Life,Approved,Medium,Underwriter_3,Pending,$9081,Pending,No,Standard premium
A64143,Steve Rogers,Life,Pending,Medium,Underwriter_1,Completed,$23176,Approved,Yes,Increased premium due to high risk
A62360,Steve Rogers,Critical Illness,Pending,Medium,Underwriter_1,Pending,$11947,Pending,No,Standard premium
A74845,Tony Stark,Health,Declined,Low,Underwriter_4,Not Required,$14241,Pending,No,Increased premium due to high risk
A45013,Tony Stark,Term Life,Declined,Medium,Underwriter_4,Completed,$30039,Pending,No,Standard premium
A28240,Steve Rogers,Health,Pending,High,Underwriter_4,Not Required,$45286,Rejected,No,Standard premium
A12675,Tony Stark,Term Life,Declined,High,Underwriter_2,Completed,$39695,Pending,No,Increased premium due to high risk
A42385,Natasha Romanoff,Term Life,Approved,Medium,Underwriter_1,Not Required,$38452,Rejected,No,Standard premium
A33162,Steve Rogers,Health,Pending,Low,Underwriter_4,Completed,$28038,Pending,Yes,Increased premium due to high risk
A37913,Bruce Banner,Health,Pending,Low,Underwriter_3,Pending,$33676,Pending,Yes,Increased premium due to high risk
A60292,Bruce Banner,Critical Illness,Declined,High,Underwriter_5,Completed,$21985,Pending,No,Standard premium
A77897,Natasha Romanoff,Term Life,Pending,High,Underwriter_2,Pending,$15885,Pending,No,Increased premium due to high risk
A36718,Tony Stark,Health,Approved,Medium,Underwriter_4,Pending,$36760,Pending,No,Standard premium
A34167,Natasha Romanoff,Life,Declined,Medium,Underwriter_1,Completed,$44827,Approved,Yes,Increased premium due to high risk
A17686,Natasha Romanoff,Health,Approved,High,Underwriter_1,Pending,$15706,Approved,Yes,Increased premium due to high risk
A60613,Bruce Banner,Term Life,Approved,Low,Underwriter_2,Completed,$28374,Approved,No,Increased premium due to high risk
A82768,Bruce Banner,Health,Pending,High,Underwriter_5,Not Required,$37221,Approved,Yes,Standard premium
A89486,Bruce Banner,Term Life,Declined,Medium,Underwriter_5,Pending,$18035,Rejected,Yes,Increased premium due to high risk
A64162,Clint Barton,Term Life,Approved,High,Underwriter_3,Completed,$47568,Rejected,Yes,Standard premium
A46044,Bruce Banner,Health,Pending,High,Underwriter_4,Completed,$40636,Rejected,No,Standard premium
A18783,Natasha Romanoff,Life,Declined,Low,Underwriter_1,Completed,$9703,Approved,No,Standard premium
A33160,Steve Rogers,Term Life,Approved,Low,Underwriter_2,Not Required,$18876,Rejected,Yes,Increased premium due to high risk
A25224,Clint Barton,Health,Approved,High,Underwriter_1,Completed,$24649,Pending,No,Increased premium due to high risk
A42504,Tony Stark,Life,Pending,Low,Underwriter_4,Not Required,$14599,Rejected,Yes,Increased premium due to high risk
A33282,Bruce Banner,Health,Pending,Low,Underwriter_4,Not Required,$36464,Approved,Yes,Increased premium due to high risk
A80330,Tony Stark,Term Life,Approved,Low,Underwriter_4,Not Required,$44244,Pending,Yes,Standard premium
A40472,Bruce Banner,Critical Illness,Declined,High,Underwriter_2,Not Required,$14007,Pending,Yes,Standard premium
A44862,Bruce Banner,Health,Pending,Low,Underwriter_5,Completed,$39976,Rejected,Yes,Standard premium
A45505,Tony Stark,Critical Illness,Declined,High,Underwriter_1,Completed,$20005,Pending,No,Increased premium due to high risk
A93158,Clint Barton,Health,Pending,High,Underwriter_4,Pending,$48362,Rejected,Yes,Increased premium due to high risk
A85199,Tony Stark,Term Life,Declined,Low,Underwriter_5,Not Required,$6589,Approved,Yes,Increased premium due to high risk
A36605,Natasha Romanoff,Health,Approved,Medium,Underwriter_2,Completed,$45910,Approved,Yes,Increased premium due to high risk
A24817,Tony Stark,Term Life,Pending,Medium,Underwriter_5,Not Required,$27451,Approved,Yes,Increased premium due to high risk
A90637,Steve Rogers,Critical Illness,Declined,Low,Underwriter_1,Not Required,$43031,Pending,Yes,Increased premium due to high risk
A84095,Clint Barton,Life,Declined,Medium,Underwriter_1,Completed,$39710,Approved,Yes,Standard premium
A79438,Natasha Romanoff,Health,Declined,Low,Underwriter_2,Pending,$10764,Pending,No,Standard premium
A31892,Clint Barton,Term Life,Pending,High,Underwriter_2,Not Required,$6295,Pending,No,Standard premium
A62666,Bruce Banner,Term Life,Approved,High,Underwriter_4,Completed,$47134,Approved,Yes,Increased premium due to high risk
A28171,Tony Stark,Term Life,Declined,Low,Underwriter_1,Completed,$5783,Pending,No,Increased premium due to high risk
A38277,Bruce Banner,Health,Declined,Medium,Underwriter_5,Completed,$48867,Pending,No,Increased premium due to high risk
A34284,Clint Barton,Term Life,Approved,Medium,Underwriter_5,Not Required,$33527,Approved,Yes,Increased premium due to high risk
A22015,Steve Rogers,Critical Illness,Approved,Low,Underwriter_4,Not Required,$45514,Approved,Yes,Increased premium due to high risk
A92126,Tony Stark,Life,Declined,High,Underwriter_3,Pending,$45158,Approved,Yes,Increased premium due to high risk
A51893,Bruce Banner,Life,Approved,High,Underwriter_4,Not Required,$40488,Rejected,Yes,Standard premium
A76629,Natasha Romanoff,Health,Pending,Low,Underwriter_1,Not Required,$47044,Rejected,No,Increased premium due to high risk
A26587,Bruce Banner,Life,Approved,High,Underwriter_1,Not Required,$18117,Pending,Yes,Standard premium
A80993,Tony Stark,Health,Declined,Low,Underwriter_2,Completed,$10877,Pending,Yes,Standard premium
A87090,Natasha Romanoff,Health,Approved,Low,Underwriter_1,Pending,$43866,Approved,Yes,Increased premium due to high risk
A94730,Clint Barton,Health,Approved,Low,Underwriter_4,Not Required,$39845,Pending,No,Increased premium due to high risk
A28062,Bruce Banner,Life,Pending,Low,Underwriter_1,Not Required,$39215,Approved,Yes,Standard premium
A37595,Tony Stark,Life,Pending,High,Underwriter_5,Not Required,$38820,Rejected,Yes,Standard premium
A26800,Bruce Banner,Term Life,Approved,Medium,Underwriter_3,Pending,$37227,Approved,Yes,Increased premium due to high risk
A43367,Natasha Romanoff,Term Life,Pending,High,Underwriter_1,Completed,$47666,Pending,Yes,Standard premium
A91592,Natasha Romanoff,Critical Illness,Declined,High,Underwriter_1,Pending,$30505,Pending,Yes,Increased premium due to high risk
A69691,Bruce Banner,Life,Pending,Low,Underwriter_4,Pending,$13692,Rejected,Yes,Standard premium
A79249,Bruce Banner,Term Life,Approved,Medium,Underwriter_4,Not Required,$32590,Rejected,Yes,Standard premium
A56289,Natasha Romanoff,Term Life,Approved,Medium,Underwriter_1,Completed,$28605,Approved,No,Standard premium
A79086,Bruce Banner,Health,Approved,Low,Underwriter_4,Not Required,$27740,Rejected,No,Standard premium
A40579,Tony Stark,Critical Illness,Approved,Medium,Underwriter_1,Completed,$8045,Pending,Yes,Standard premium
A39608,Tony Stark,Critical Illness,Declined,Low,Underwriter_2,Not Required,$40442,Rejected,No,Increased premium due to high risk
A96690,Clint Barton,Critical Illness,Declined,Low,Underwriter_4,Not Required,$22644,Pending,Yes,Increased premium due to high risk
A25090,Clint Barton,Life,Declined,Medium,Underwriter_1,Completed,$5504,Approved,No,Standard premium
A40593,Tony Stark,Critical Illness,Declined,High,Underwriter_1,Pending,$30476,Rejected,No,Increased premium due to high risk
A64111,Steve Rogers,Life,Declined,High,Underwriter_5,Completed,$24764,Pending,Yes,Increased premium due to high risk
A55510,Tony Stark,Term Life,Declined,High,Underwriter_2,Completed,$37801,Pending,Yes,Standard premium
A35301,Tony Stark,Health,Pending,Medium,Underwriter_1,Completed,$27260,Pending,Yes,Increased premium due to high risk
A80733,Tony Stark,Critical Illness,Declined,High,Underwriter_3,Not Required,$21101,Pending,No,Standard premium
A72626,Natasha Romanoff,Health,Declined,Medium,Underwriter_4,Not Required,$28626,Approved,No,Standard premium
A74608,Bruce Banner,Life,Declined,High,Underwriter_3,Not Required,$35862,Approved,Yes,Standard premium
A27256,Tony Stark,Health,Approved,High,Underwriter_4,Completed,$9162,Rejected,Yes,Standard premium
A13114,Tony Stark,Critical Illness,Approved,Medium,Underwriter_5,Completed,$38340,Rejected,Yes,Increased premium due to high risk
A59267,Clint Barton,Critical Illness,Declined,Medium,Underwriter_3,Not Required,$10039,Pending,No,Increased premium due to high risk
A58799,Tony Stark,Health,Approved,Low,Underwriter_5,Pending,$24411,Approved,No,Standard premium
A81132,Tony Stark,Health,Pending,Low,Underwriter_4,Completed,$21435,Rejected,No,Standard premium
A86283,Tony Stark,Term Life,Pending,Low,Underwriter_2,Not Required,$5362,Rejected,Yes,Increased premium due to high risk
A55915,Bruce Banner,Health,Approved,Medium,Underwriter_3,Not Required,$48121,Pending,Yes,Standard premium
A50586,Bruce Banner,Critical Illness,Pending,High,Underwriter_2,Completed,$6403,Approved,No,Increased premium due to high risk
A28536,Steve Rogers,Health,Pending,High,Underwriter_2,Not Required,$28570,Rejected,No,Standard premium
A53254,Steve Rogers,Health,Approved,Low,Underwriter_4,Not Required,$34347,Pending,No,Standard premium
A65605,Bruce Banner,Critical Illness,Approved,Medium,Underwriter_5,Pending,$9191,Approved,No,Increased premium due to high risk
A48384,Steve Rogers,Life,Declined,Medium,Underwriter_3,Completed,$28907,Rejected,Yes,Increased premium due to high risk
A74417,Clint Barton,Term Life,Pending,Medium,Underwriter_5,Completed,$14515,Approved,No,Increased premium due to high risk
A32380,Bruce Banner,Life,Pending,Low,Underwriter_3,Pending,$23195,Rejected,No,Increased premium due to high risk
A32748,Natasha Romanoff,Critical Illness,Pending,Low,Underwriter_1,Pending,$25287,Pending,No,Standard premium
A86086,Steve Rogers,Life,Declined,Medium,Underwriter_5,Not Required,$9450,Rejected,No,Increased premium due to high risk
A67682,Clint Barton,Life,Declined,Low,Underwriter_2,Not Required,$17498,Approved,No,Standard premium
A36333,Tony Stark,Health,Approved,Low,Underwriter_2,Not Required,$6511,Approved,Yes,Increased premium due to high risk
A11471,Clint Barton,Term Life,Declined,Low,Underwriter_5,Not Required,$19790,Rejected,No,Increased premium due to high risk
A18699,Bruce Banner,Health,Pending,High,Underwriter_4,Not Required,$12903,Approved,Yes,Standard premium
A33903,Steve Rogers,Health,Pending,High,Underwriter_3,Not Required,$44933,Rejected,No,Increased premium due to high risk
A72239,Bruce Banner,Term Life,Approved,Low,Underwriter_5,Completed,$22236,Approved,No,Standard premium
A85437,Natasha Romanoff,Life,Declined,Medium,Underwriter_4,Pending,$10136,Pending,No,Standard premium
A34339,Tony Stark,Life,Pending,High,Underwriter_5,Pending,$21734,Pending,Yes,Increased premium due to high risk
A22562,Natasha Romanoff,Health,Pending,Medium,Underwriter_1,Pending,$9409,Approved,No,Increased premium due to high risk
A16323,Tony Stark,Life,Declined,Medium,Underwriter_2,Pending,$23638,Approved,Yes,Increased premium due to high risk
A57029,Tony Stark,Term Life,Approved,Low,Underwriter_3,Not Required,$48504,Pending,No,Increased premium due to high risk
A25747,Steve Rogers,Critical Illness,Pending,Medium,Underwriter_2,Not Required,$15460,Approved,Yes,Increased premium due to high risk
A60803,Clint Barton,Term Life,Declined,High,Underwriter_3,Not Required,$27612,Rejected,Yes,Standard premium
A82513,Bruce Banner,Life,Pending,Medium,Underwriter_1,Not Required,$11965,Approved,No,Standard premium
A42541,Steve Rogers,Term Life,Approved,High,Underwriter_5,Completed,$9549,Rejected,No,Standard premium
A77048,Natasha Romanoff,Health,Pending,High,Underwriter_5,Pending,$5134,Rejected,Yes,Increased premium due to high risk
A77449,Clint Barton,Critical Illness,Pending,High,Underwriter_1,Not Required,$45275,Rejected,No,Increased premium due to high risk
A16988,Bruce Banner,Term Life,Approved,Low,Underwriter_4,Pending,$42653,Rejected,No,Increased premium due to high risk
A68648,Steve Rogers,Health,Approved,Low,Underwriter_3,Not Required,$8791,Rejected,No,Increased premium due to high risk
A11769,Tony Stark,Life,Pending,High,Underwriter_2,Not Required,$45190,Pending,No,Standard premium
A14762,Bruce Banner,Health,Declined,High,Underwriter_4,Pending,$37640,Rejected,No,Increased premium due to high risk
A14079,Tony Stark,Critical Illness,Declined,Medium,Underwriter_1,Completed,$32102,Pending,Yes,Increased premium due to high risk
A46834,Natasha Romanoff,Critical Illness,Declined,Low,Underwriter_5,Completed,$35887,Pending,No,Standard premium
A68743,Natasha Romanoff,Life,Pending,Medium,Underwriter_3,Completed,$11280,Pending,No,Increased premium due to high risk
A51217,Steve Rogers,Term Life,Approved,Medium,Underwriter_1,Completed,$40019,Approved,Yes,Standard premium
A92232,Natasha Romanoff,Life,Approved,Medium,Underwriter_1,Pending,$15286,Rejected,No,Increased premium due to high risk
A58915,Tony Stark,Term Life,Declined,High,Underwriter_2,Not Required,$46382,Pending,Yes,Increased premium due to high risk
A47662,Steve Rogers,Life,Approved,Medium,Underwriter_1,Not Required,$27386,Rejected,Yes,Standard premium
A68879,Steve Rogers,Life,Pending,Low,Underwriter_3,Pending,$13407,Pending,Yes,Increased premium due to high risk
A98062,Steve Rogers,Health,Pending,Medium,Underwriter_3,Completed,$23152,Rejected,No,Increased premium due to high risk
A96294,Bruce Banner,Critical Illness,Approved,High,Underwriter_2,Not Required,$37280,Approved,No,Increased premium due to high risk
A55522,Steve Rogers,Term Life,Declined,Low,Underwriter_2,Pending,$19353,Rejected,No,Increased premium due to high risk
A11608,Clint Barton,Life,Pending,Medium,Underwriter_3,Pending,$38783,Rejected,Yes,Increased premium due to high risk
A68715,Clint Barton,Life,Declined,Medium,Underwriter_4,Pending,$22984,Rejected,No,Standard premium
A41240,Natasha Romanoff,Critical Illness,Pending,High,Underwriter_2,Pending,$23622,Rejected,Yes,Increased premium due to high risk
A73206,Tony Stark,Term Life,Pending,Medium,Underwriter_4,Completed,$14482,Rejected,Yes,Increased premium due to high risk
A83215,Tony Stark,Health,Declined,Medium,Underwriter_5,Pending,$26931,Rejected,Yes,Increased premium due to high risk
A15879,Tony Stark,Term Life,Approved,Low,Underwriter_2,Not Required,$19332,Approved,No,Standard premium
A80980,Bruce Banner,Health,Declined,Low,Underwriter_2,Pending,$33751,Approved,No,Increased premium due to high risk
A63407,Steve Rogers,Life,Approved,Low,Underwriter_1,Not Required,$20753,Pending,No,Increased premium due to high risk
A25860,Steve Rogers,Life,Declined,Medium,Underwriter_5,Not Required,$39311,Rejected,Yes,Increased premium due to high risk
A32134,Bruce Banner,Term Life,Approved,Medium,Underwriter_4,Not Required,$16303,Rejected,Yes,Standard premium
A31370,Natasha Romanoff,Life,Pending,High,Underwriter_1,Pending,$19035,Approved,Yes,Standard premium
A45809,Natasha Romanoff,Life,Pending,Medium,Underwriter_1,Not Required,$28444,Pending,No,Increased premium due to high risk
A63589,Natasha Romanoff,Term Life,Declined,High,Underwriter_1,Completed,$34992,Approved,Yes,Standard premium
A26696,Steve Rogers,Term Life,Approved,Medium,Underwriter_3,Completed,$20183,Approved,No,Increased premium due to high risk
A28896,Tony Stark,Health,Declined,Low,Underwriter_4,Completed,$37917,Approved,Yes,Standard premium
A58582,Steve Rogers,Life,Approved,Low,Underwriter_3,Pending,$41035,Approved,Yes,Increased premium due to high risk
A95627,Tony Stark,Critical Illness,Pending,High,Underwriter_3,Pending,$26337,Pending,Yes,Increased premium due to high risk
A24656,Natasha Romanoff,Life,Pending,High,Underwriter_4,Completed,$24005,Approved,Yes,Increased premium due to high risk
A68015,Bruce Banner,Term Life,Pending,Medium,Underwriter_1,Pending,$31914,Pending,No,Increased premium due to high risk
A75941,Bruce Banner,Health,Declined,High,Underwriter_1,Completed,$42380,Rejected,No,Standard premium
A38908,Tony Stark,Health,Pending,Low,Underwriter_3,Not Required,$14246,Approved,No,Standard premium
A32834,Tony Stark,Term Life,Approved,High,Underwriter_1,Completed,$16298,Approved,No,Standard premium
A75953,Clint Barton,Term Life,Approved,High,Underwriter_1,Not Required,$49886,Pending,Yes,Standard premium
